"Edição 71","Encontro da Arte com a Ciência e a Tecnologia","Unesp Ciência","http://www.unespciencia.com.br/2016/02/encontro-da-arte-com-a-ciencia-e-a-tecnologia/","Inclusão"
"Edição 71","Exposição Retornare reúne alunos formados pela Unesp","Unesp Ciência","http://www.unespciencia.com.br/2016/02/exposicao-retornare-reune-alunos-formados-pela-unesp/","Arte e cultura"
"Edição 71","Justiça, reconhecimento e desenvolvimento","Unesp Ciência","http://www.unespciencia.com.br/2016/02/artigos-discutem-decada-internacional/","Dossiê Afrodescendentes"
"Edição 71","A volta dos mutirões das roças tradicionais na Comunidade de Pedro Cubas, Vale do Ribeira","Unesp Ciência","http://www.unespciencia.com.br/2016/02/artigos-discutem-decada-internacional/","Dossiê Afrodescendentes"
"Edição 71","O Estado Islâmico e o Terrorismo Internacional","Unesp Ciência","http://www.unespciencia.com.br/2016/02/atentados-de-paris/","Dossiê Paris"
"Edição 71","A “nova” guerra ao terror","Unesp Ciência","http://www.unespciencia.com.br/2016/02/atentados-de-paris/","Dossiê Paris"
"Edição 71","Inserção da mulher no sistema de seguridade brasileiro","Unesp Ciência","http://www.unespciencia.com.br/2016/02/insercao-da-mulher-no-sistema-de-seguridade-brasileiro/","Serviço social"
"Edição 71","O narcisismo epistêmico elevado ao quadrado","Unesp Ciência","http://www.unespciencia.com.br/2016/02/o-narcisismo-epistemico-elevado-ao-quadrado/","Resenhas"
"Edição 71","Belíssimo e rigoroso livro","Unesp Ciência","http://www.unespciencia.com.br/2016/02/belissimo-e-rigoroso-livro/","Resenhas"
"Edição 71","Emília Viotti investiga o passado para imaginar o futuro","Unesp Ciência","http://www.unespciencia.com.br/2016/02/emilia-viotti-investiga-o-passado-para-imaginar-o-futuro/","Leitura"
"Edição 71","Por Luiz Rocatelli/Arquivo Cedem","Unesp Ciência","http://www.unespciencia.com.br/2016/02/foto-do-mes-3/","Foto do mês"
"Edição 71","Em prol da consolidação da Universidade Pública","Unesp Ciência","http://www.unespciencia.com.br/2016/02/em-prol-da-consolidacao-da-universidade-publica/","Opinião"
"Edição 70","Aprendizado profissional e humano","Unesp Ciência","http://www.unespciencia.com.br/2015/12/aprendizado-profissional-e-humano/","Editorial"
"Edição 70","Professores, alicerces para uma “pátria educadora”– Por Vanderlan da S. Bolzani","Unesp Ciência","http://www.unespciencia.com.br/2015/12/3070/","Educação"
"Edição 70","Pesquisa enfoca imprensa e música no Brasil","Unesp Ciência","http://www.unespciencia.com.br/2015/12/pesquisa-enfoca-imprensa-e-musica-no-brasil/","Pesquisa"
"Edição 70","Guerra cambial? Dos Estados Unidos à China","Unesp Ciência","http://www.unespciencia.com.br/2015/12/guerra-cambial-dos-estados-unidos-a-china/","Economia"
"Edição 70","Família Williams","Unesp Ciência","http://www.unespciencia.com.br/2015/12/familia-williams/","Saúde"
"Edição 70","A controvérsia na e composição da mata ciliar","Unesp Ciência","http://www.unespciencia.com.br/2015/12/a-controversia-na-recomposicao-da-mata-ciliar/","Agronomia"
"Edição 70","Paracelsus e os venenos","Unesp Ciência","http://www.unespciencia.com.br/2015/12/paracelsus-e-os-venenos/","Agricultura"
"Edição 70","Programa infantil da TV Unesp inova com interatividade","Unesp Ciência","http://www.unespciencia.com.br/2015/12/programa-infantil-da-tv-unesp-inova-com-interatividade/","Televisão"
"Edição 70","Musicalidades da Cultura Negra: perpetuação de identidade coletiva","Unesp Ciência","http://www.unespciencia.com.br/2015/12/campos-simbolicos-e-politicas-publicas-em-discussao/","Dossiê Afrodescendentes"
"Edição 70","Políticas públicas para o setor do livro, leitura, literatura e bibliotecas","Unesp Ciência","http://www.unespciencia.com.br/2015/12/campos-simbolicos-e-politicas-publicas-em-discussao/","Dossiê Afrodescendentes"
"Edição 70","Enciclopédia Iluminista de Diderot e d’Alembert","Unesp Ciência","http://www.unespciencia.com.br/2015/12/enciclopedia-iluminista-de-diderot-e-dalembert/","Leitura"
"Edição 70","Mundo possível contemporâneo","Unesp Ciência","http://www.unespciencia.com.br/2015/12/mundo-possivel-contemporaneo/","Design"
