"2016-09-12","Ciências da Saúde","Medicamento em teste na USP em Ribeirão Preto combate a hipertensão em sua origem","Composto controla o aumento da pressão nos casos relacionados à hiperatividade simpática; resultados de testes pré-clínicos foram divulgados na revista ""Nature Medicine""","Benedito Honorio MachadoDavi José de Almeida MoraesFaculdade de Medicina de Ribeirão PretohipertensãoJulian PatonMelina Pires da SilvaP2X3Pressão alta","http://jornal.usp.br/ciencias/ciencias-da-saude/medicamento-em-teste-na-usp-em-ribeirao-preto-combate-a-hipertensao-em-sua-origem/"
"2016-09-09","Ciências da Saúde","Lançada nova edição da “Revista Medicina de Ribeirão Preto”","Em destaque, artigos sobre mobilidade dos idosos e sedentarismo dos adolescentes","adolescentesFMRPIdososPovos IndígenasRevista Faculdade de Medicina de Ribeirão PretoTuberculose","http://jornal.usp.br/ciencias/ciencias-da-saude/lancada-nova-edicao-da-revista-medicina-de-ribeirao-preto/"
"2016-09-08","Ciências","Cientistas criam rede mundial de informação sobre substâncias químicas","Cientistas colocam em funcionamento banco mundial de moléculas de produtos naturais. Sistema já é o segundo maior do mundo e o primeiro de livre acesso","espectometriaFCFRPGlobal Natural Products Social Molecular NetworkingGNPSinorgânicosorgânicosrecursos químicosRede Mundial de Material Molecular de Produtos Naturais","http://jornal.usp.br/ciencias/cientistas-criam-rede-mundial-de-informacao-sobre-substancias-quimicas/"
"2016-09-07","Ciências da Saúde","Transplante de células-tronco é eficaz no tratamento da esclerose sistêmica","Estudo realizado no Centro de Terapia Celular comprova eficiência do transplante autólogo de células-tronco no tratamento da doença autoimune","Células-troncoCTC-Cepidesclerose sistêmicafibrose cutânea.FMRPhematopoéticotransplante autólogo","http://jornal.usp.br/ciencias/ciencias-da-saude/transplante-de-celulas-tronco-e-eficaz-no-tratamento-da-esclerose-sistemica/"
"2016-09-06","Ciências Biológicas","Cientistas investigam origens de variantes do vírus da hepatite Delta no Nordeste brasileiro","Uma das variantes do vírus (HDV-8) era encontrada somente na África e, segundo os pesquisadores, pode ter chegado à região por uma das rotas do tráfico de escravos","FMgenótiposHepatite BHepatite CHepatite DeltaInstituto de Medicina Tropical","http://jornal.usp.br/ciencias/ciencias-biologicas/cientistas-investigam-origens-de-variantes-do-virus-da-hepatite-delta-no-nordeste-brasileiro/"
"2016-09-06","Ciências da Saúde","Parasita causador da malária se modifica para melhor viver nas Américas","Equipe de cientistas identifica amostras de Plasmodium vivax, um dos parasitas causadores da doença, com diferenças genéticas em relação aos encontrados nos continentes africano e asiático","ICBMaláriaNature GeneticsParasita Plasmodium virax","http://jornal.usp.br/ciencias/ciencias-da-saude/parasita-causador-da-malaria-se-modifica-para-melhor-viver-nas-americas/"
"2016-09-06","Ciências Biológicas","Tratamento experimental inibe  dor de animais com neuropatia diabética","A neuropatia diabética é uma das complicações crônicas mais comuns e incapacitantes em pessoas que sofrem de diabete","HemopressinaICBMielinaNeuropatia Diabética FeSBEPeptídio","http://jornal.usp.br/ciencias/ciencias-biologicas/tratamento-experimental-inibe-dor-de-animais-com-neuropatia-diabetica/"
"2016-09-05","Ciências Biológicas","Pesquisa investiga uso de compostos da casca da romã para prevenção do Alzheimer","O extrato obtido da casca tem ação similar à de medicamento utilizado para tratar a doença de Alzheimer, ao inibir a enzima acetilcolinesterase, mas estudos em humanos precisam ser feitos para a confirmação","AlzheimerAntioxidantesEsalqNeorotransmissorRomã","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisa-investiga-uso-de-compostos-da-casca-da-roma-para-prevencao-do-alzheimer/"
"2016-09-05","Ciências Exatas e da Terra","Astrônomos brasileiros mapeiam estrutura de idades do halo da Via Láctea","O halo é um dos componentes galácticos que possuem tipicamente estrelas mais velhas e, portanto, é um ambiente fundamental para estudos que tentam descobrir indícios da origem e formação da Via Láctea","AstronomiaIAGSão Paulovia láctea","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/astronomos-brasileiros-mapeiam-estrutura-de-idades-do-halo-da-via-lactea/"
"2016-09-02","Ciências","Docente da Escola de Educação Física e Esportes (EEFE) é reconhecido por suas pesquisas com judô","Reconhecimento vei por intermédio da startup originada na Universidade de Oxford, no Reino Unido","EEFEJudôUniversidade de OxfordWizdom.ai","http://jornal.usp.br/ciencias/docente-da-escola-de-educacao-fisica-e-esportes-eefe-e-reconhecido-por-suas-pesquisas-com-judo/"
"2016-09-02","Ciências Ambientais","Mudanças climáticas são tema da Tarde Científica do Parque Cientec","O evento será ministrado por Flavio Berchez, professor do Instituto de Biociências (IB) da USP","","http://jornal.usp.br/ciencias/ciencias-ambientais/mudancas-climaticas-sao-tema-da-tarde-cientifica-do-parque-cientec/"
"2016-09-02","Ciências Agrárias","R$ 1 de investimento em capital humano e pesquisa na agricultura rende R$ 12 para a economia","Cada R$ 1 de recursos públicos em pesquisa, educação superior e transferência de conhecimento na agropecuária paulista traz retorno de R$ 10 a R$ 12 para a economia do Estado","AgropecuáriaEsalqFEARPPiracicabaRibeirão Preto","http://jornal.usp.br/ciencias/ciencias-agrarias/1-real-de-investimento-em-capital-humano-e-pesquisa-na-agricultura-rende-12-reais-para-a-economia/"
"2016-09-02","Ciências Biológicas","Para se proteger, vírus zika é capaz de modular inflamação no cérebro","Segundo cientista, essa modulação mantém a célula viva, e isso é bom para o vírus, que não quer matar o seu hospedeiro porque ele também sairia perdendo","Ciências da SaúdeCérebroFapepFesBeFMVZICBMicrocefaliaZika Vírus","http://jornal.usp.br/ciencias/ciencias-biologicas/para-se-proteger-virus-zika-e-capaz-de-modular-inflamacao-no-cerebro/"
"2016-09-02","Ciências da Saúde","Problemas na diferenciação entre bebê e mãe podem originar anorexia no futuro","A restrição alimentar aparece como uma tentativa do indivíduo de controlar presença e ausência do objeto, que, no caso, aparece na forma de comida","AnorexiaBulimiaPsicologiaRevista psico.usptranstorno alimentar","http://jornal.usp.br/ciencias/ciencias-da-saude/problemas-na-diferenciacao-entre-bebe-e-mae-podem-originar-anorexia-no-futuro/"
"2016-09-02","Ciências da Saúde","Pesquisador da USP publica artigo sobre a relação entre zika, megaeventos e reforma urbana","Comunicação foi publicada no The Lancet Global Health, uma das mais antigas e conhecidas revistas médicas do mundo","","http://jornal.usp.br/ciencias/ciencias-da-saude/pesquisador-da-usp-publica-no-the-lancet-global-health-sobre-a-relacao-entre-zika-mega-eventos-e-reforma-urbana/"
"2016-09-02","Ciências da Saúde","Deficiência em hormônio promove ganho de peso em pacientes após cirurgia bariátrica","A pesquisa avaliou 24 pacientes submetidos à cirurgia bariátrica, acompanhados pelo período de cinco anos","Cirurgia bariátricaFaculdade de MedicinaHCHormônio gastrointestinal GLP-1Marco Aurélio SantoObesidade","http://jornal.usp.br/ciencias/ciencias-da-saude/deficiencia-em-hormonio-promove-ganho-de-peso-em-pacientes-apos-cirurgia-bariatrica/"
"2016-09-02","Ciências Biológicas","Larvas de moscas em cadáveres podem ajudar peritos a esclarecer casos de morte","Análise de insetos fornece informações que podem auxiliar na determinação do local e das causas da morte","EntomologiaFMUSPmedicina legalSão Paulo","http://jornal.usp.br/ciencias/ciencias-biologicas/larvas-de-moscas-em-cadaveres-podem-ajudar-peritos-a-esclarecer-casos-de-morte/"
"2016-09-01","Ciências Exatas e da Terra","Estamos perto de encontrar vida em outros planetas, afirma astrônomo","Cientistas discutiram no último USP Talks as origens da vida e do universo. Augusto Damineli e João Steiner falaram sobre o Telescópio Gigante Magalhães, um grande passo para conseguir verificar a presença de vida em outros planetas","UniversidadeAstrofísicaAstronomiaEnergia EscuraMatéria escuraTelescópio Gigante MagalhãesUniversoUSP TalksVida extraterrestre","http://jornal.usp.br/universidade/estamos-perto-de-encontrar-vida-em-outros-planetas-afirma-astronomo/"
"2016-09-01","Ciências Agrárias","Perfil da ovinocultura leiteira no Brasil revela: vale a pena investir neste mercado","Pesquisadora realizou levantamento da produção agroindustrial da ovinocultura, incluindo os derivados lácteos","Augusto Hauber GameirFernanda Ferreira SantosFMVZIogurte de ovelhaLAELeite de OvelhaOvelhasOvinoculturaOvinosQueijo de ovelha","http://jornal.usp.br/ciencias/ciencias-agrarias/perfil-da-ovinocultura-leiteira-no-brasil-revela-vale-a-pena-investir/"
"2016-09-01","Ciências da Saúde","Fermentado de soja estimula a produção de colágeno e melhora elasticidade da pele","Gel à base de extrato de soja biotransformada é capaz de estimular produção de colágeno. Produto foi desenvolvido em laboratórios da Faculdade de Ciências Farmacêuticas de Ribeirão Preto","colágenodermocosméticoenvelhecimento da peleextrato biotransformado de sojaextrato de sojaFCFRPfibroplastos primários","http://jornal.usp.br/ciencias/ciencias-da-saude/fermentado-de-soja-estimula-a-producao-de-colageno-e-melhora-elasticidade-da-pele/"
"2016-08-31","Ciências","Pesquisadores da USP em Ribeirão criam material alternativo para garantir qualidade na radioterapia","Pesquisadores do Departamento de Física criam material alternativo para garantir qualidade nos tratamentos de radioterapia. O trabalho foi  premiado em evento em Munique, Alemanha","“antenas de luz”.18ª Conferência Internacional de Dosimetria do Estado Sólido SSD18Departamento de Físicadosimetriadosímetro pequenoFFCLRPluzmaterial alternativonanopartículas de PrataNanotecnologiaOSLpesquisaPrêmio de Jovem Cientistaprograma de Física Aplicada à Medicina e Biologiaradioterapiasensibilidade aumentadaUSP","http://jornal.usp.br/ciencias/pesquisadores-da-usp-em-ribeirao-criam-material-alternativo-para-garantir-qualidade-na-radioterapia/"
"2016-08-31","Ciências da Saúde","Estudo indica que camu-camu e cupuaçu podem ajudar no controle da obesidade e da diabete","Pesquisa com frutas amazônicas busca formas inovadoras capazes de reduzir as alterações metabólicas associadas à diabete tipo 2 e à obesidade","AmazôniaCamu CamuCupauçuDiabetesFaculdade de Ciências FarmacêuticasFCFFrutasHelena Rudge de Moraes BarrosMaria Inês Genovese RodriguezNutriçãoObesidadeSaúde","http://jornal.usp.br/ciencias/ciencias-da-saude/estudo-indica-que-camu-camu-e-cupuacu-podem-ajudar-no-controle-da-obesidade-e-da-diabetes/"
"2016-08-31","Ciências Biológicas","Cientistas descrevem fóssil de lagarto que viveu há cerca de 23 milhões de anos","Descrição de fóssil encontrado na região da Patagônia argentina traz conhecimentos que poderão ajudar em estudos sobre as mudanças climáticas e sua relação com as espécies de animais similares","Ciências Exatas e da TerraCallopistesfóssillagartoMuseu de ZoologiaTeiidae","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/cientistas-descrevem-fossil-de-lagarto-que-viveu-ha-cerca-de-23-milhoes-de-anos/"
"2016-08-31","Tecnologia","Sistema permite trabalho colaborativo entre portadores de deficiência visual e pessoas com visão normal","Sistema que converte gráficos de computador em áudio integra pesquisa sobre recursos computacionais para inclusão em cursos e no mercado de trabalho","deficiênciainclusãoPoliportadores de deficiência visualrecursos computacionaisSão Paulo","http://jornal.usp.br/ciencias/tecnologia/sistema-permite-trabalho-colaborativo-entre-portadores-de-deficiencia-visual-e-pessoas-com-visao-normal/"
"2016-08-31","Ciências da Saúde","Gelatina substitui gordura vegetal e aumenta teor de proteínas em pasta de chocolate","Feita com pés de frango, gelatina diminui quantidade de gordura na pasta de chocolate e reduz custo de produção em 53%","chocolateFaculdade de Ciências FarmacêuticasFCFgelatinaNutriçãoSão Paulo","http://jornal.usp.br/ciencias/ciencias-da-saude/gelatina-substitui-gordura-vegetal-e-aumenta-teor-de-proteinas-em-pasta-de-chocolate/"
"2016-08-31","Ciências","Filósofo Francis Wolff faz conferência sobre o conceito de amizade","Evento faz parte da abertura do Ciclo Mutações 2016, que será realizado até 4 de novembro, em São Paulo, com participação de professores da USP","Adauto NovaesCiclo MutaçõesMário SantRádio USP","http://jornal.usp.br/ciencias/filosofo-francis-wolff-faz-conferencia-sobre-o-conceito-de-amizade/"
"2016-08-30","Tecnologia","Terapia fotodinâmica é eficiente na prevenção de câncer de colo uterino","Projeto desenvolvido pelo grupo de Óptica do Instituto de Física de São Carlos foi vencedor da categoria ""Integração"" do Prêmio Mercosul de Ciência e Tecnologia","CâncerCâncer de colo de úteroGrupo de ÓpticaIFSCprevençãoSão Carlosterapia fotodinâmica","http://jornal.usp.br/ciencias/tecnologia/terapia-fotodinamica-e-eficiente-na-prevencao-de-cancer-de-colo-uterino/"
"2016-08-30","Ciências Biológicas","Normas de qualidade das lentes de óculos escuros precisam ser revistas","A exposição ao sol deteriora os óculos com o passar do tempo, e as lentes podem se tornar mais claras, alterando a categoria em que estão classificadas","EESCEscola de Engenharia de São CarlosLaboratório de Instrumentação OftálmicaLentesLiliane VenturaÓculos escuroRaios UVB","http://jornal.usp.br/ciencias/ciencias-biologicas/normas-de-qualidade-das-lentes-de-oculos-escuros-precisam-ser-revistas/"
"2016-08-30","Ciências","USP recebe evento internacional de moda e negócios","A Fashion Connection contará com a apresentação de grandes artistas plásticos e designers de moda de países como Portugal, Angola e Brasil","DesignEACHFashion ConnectionModa","http://jornal.usp.br/ciencias/usp-recebe-evento-internacional-de-moda-e-negocios/"
"2016-08-29","Ciências","Nuvem computacional da USP é aberta à comunidade científica","Sistema interNuvem poderá ser usado por pesquisadores vinculados a outras universidades e instituições de pesquisa","cloud computingFapespinterNuvem USPnuvem computacional","http://jornal.usp.br/ciencias/nuvem-computacional-da-usp-e-aberta-a-comunidade-cientifica/"
"2016-08-29","Ciências Agrárias","Clínica do Leite lança mapa da qualidade do produto na Região Sudeste","Laboratório monitora cerca de 30% do leite produzido no Brasil; diagnóstico aponta necessidade de melhora no controle da mastite","Clínica do LeiteEsalqpecuária leiteiraPiracicaba","http://jornal.usp.br/ciencias/ciencias-agrarias/clinica-do-leite-lanca-mapa-da-qualidade-do-leite-da-regiao-sudeste/"
"2016-08-29","Ciências da Saúde","Lançada nova edição do “Journal of Applied Oral Science”","Revista editada pela Faculdade de Odontologia de Bauru traz artigos em inglês sobre avanços científicos e tecnológicos da área odontológica","Bauruculdade de Odontologia de BauruFOBJournal of Applied Oral ScienceOdontologia","http://jornal.usp.br/ciencias/ciencias-da-saude/lancada-nova-edicao-do-journal-of-applied-oral-science/"
"2016-08-29","Ciências da Saúde","Fragilidade física, psicológica e social aumenta risco de morte em idosos","Estudo da EERP mostra que quanto maior a fragilidade nos idosos, maior o risco de morte","EERPescolaridadefragilidadeIdososmortalidadepesquisaSaúdeUSP","http://jornal.usp.br/ciencias/ciencias-da-saude/fragilidade-aumenta-risco-de-morte-em-idosos/"
"2016-08-26","Ciências Exatas e da Terra","Indústria 4.0: internet das coisas agiliza exportação nos portos brasileiros","Sistema será apresentado no evento Strategic Workshops, promovido pela Pró-Reitoria de Pesquisa, que contará com a abertura de Marcos Pereira, ministro da Indústria, Comércio Exterior e Serviços","Canal AzulChip de rastreamento de carne bovinaExportaçãoPoliPRPStrategic Workshop","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/industria-4-0-internet-das-coisas-agiliza-exportacao-nos-portos-brasileiros/"
"2016-08-25","Ciências Exatas e da Terra","Técnicas que imitam sistema nervoso humano aceleram aprendizado de máquinas","Aplicações das técnicas incluem jogos eletrônicos, robôs, sistemas de recomendação na web e carros autônomos","aprendizado de máquinasPoliSão Paulotransferência do aprendizado","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/google-premia-tecnicas-que-imitam-sistema-nervoso-humano-para-acelerar-aprendizado-de-maquinas/"
"2016-08-25","Ciências Biológicas","Vídeo mostra curiosidades sobre vilão da saúde pública, o Aedes aegypti","Na mira dos órgãos nacionais e internacionais de saúde, mosquito Aedes aegypti tem perfil e hábitos já bastante familiares aos pesquisadores","TV USPAedes aegyptiAnderson de Sá NunesChikungunyaDengueICBInstituto de Ciências BiomédicasMosquito","http://jornal.usp.br/tv-usp/video-mostra-curiosidades-sobre-vilao-da-saude-publica-o-aedes-aegypti/"
"2016-08-25","Ciências Ambientais","Sistema desenvolvido na Poli aprimora análise de risco de investimento em energia renovável","Modelo pode ser usado por empresas que geram, comercializam ou consomem energia, especialmente aquelas que operam no chamado mercado livre","Ciências Exatas e da TerraAnálise de RiscoEnergia eólicaEnergia RenovávelEscola PolitécnicaInvestimentoPoli","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/sistema-desenvolvido-na-poli-aprimora-analise-risco-de-investimento-em-energia-renovavel/"
"2016-08-24","Ciências da Saúde","Bebê nascido com zika teve vírus detectado até os dois meses de vida","O caso acompanhado por pesquisadores da USP e da Santa Casa de São Paulo é publicado pela revista “New England Journal of Medicine” nesta quarta-feira, 24","FMUSPICBInstituto de Ciências BiomédicasMicrocefaliaZikaZika Vírus","http://jornal.usp.br/ciencias/ciencias-da-saude/bebe-nascido-com-zika-teve-virus-detectado-ate-os-dois-meses-de-vida/"
"2016-08-24","Ciências","Canal de vídeos apresenta noções da psicologia anomalística","Aspectos cognitivos, experiências fora do corpo e experiências anômalas são alguns dos temas dos vídeos do canal Inter-Psi USP","UniversidadeDivulgação científicaInstituto de PsicologiaInter-Psi","http://jornal.usp.br/ciencias/canal-de-videos-apresenta-nocoes-da-psicologia-anomalistica/"
"2016-08-24","Ciências","USP recebe maratona de edição sobre verbetes relacionados a Neurociência e Matemática","A ""editatona"" acontece no Laboratório de Computação do NeuroMat, no prédio do Numec do Instituto de Matemática e Estatística (IME) da USP","TecnologiaCentro de Pesquisa Inovação e Difusão em NeuromatemáticaEditatonaGrupo de Usuários Wikipédia no BrasilIMEMaratona de Edição na Wikipédia sobre Neurociência e MatemáticaNeuroMatWikimedia","http://jornal.usp.br/ciencias/usp-recebe-maratona-de-edicao-sobre-verbetes-relacionados-a-neurociencia-e-matematica/"
"2016-08-23","Ciências da Saúde","Estudo sobre assédio moral no trabalho está em nova edição da revista “Saúde, Ética & Justiça”","Periódico divulga pesquisas nas áreas de medicina legal, direito e ética relacionada à saúde","Ciências HumanasAssedio Moral no TrabalhoFaculdade de MedicinaFMUSPInstituto Oscar Freire FMUSPPublicaçãoRevista Saúde Ética & Justiça","http://jornal.usp.br/ciencias/ciencias-humanas/estudo-sobre-assedio-moral-no-trabalho-esta-em-nova-edicao-da-revista-saude-etica-justica/"
"2016-08-23","Ciências Exatas e da Terra","Livro apresenta a matemática como ferramenta de promoção da inclusão","De autoria da pesquisadora Renata Meneghetti, livro apresenta subsídios teóricos e práticos, relatando atividades de ensino e aprendizagem de matemática em empreendimentos de economia solidária","Economia SolidáriaICMCInclusão socialLançamento de livroMatemática","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/ciencias-2308-matematica-como-ferramenta-de-promocao-e-tema-abordado-em-livro/"
"2016-08-23","Atualidades","Físico explica por que ação humana é decisiva na atual era geológica, o Antropoceno","O físico Paulo Artaxo vai  discutir a época geológica atual e as tarefas que serão exigidas da ciência","CiênciasRádio USPAntropocenoClima globalÉpoca GeológicaPaulo Artaxo","http://jornal.usp.br/ciencias/palestra-do-professor-paulo-artaxo-explica-o-antropoceno/"
"2016-08-23","Ciências Exatas e da Terra","Videoaulas da USP levam conceitos da física para o público","Vídeos contemplam explicações de termodinâmica a física quântica com aulas teóricas, exercícios e experimentos","Rádio USPUniversidadeAulas de físicaEducação científicaFísica UniversitáriaGil da Costa Marques","http://jornal.usp.br/universidade/videoaulas-da-usp-levam-conceitos-da-fisica-para-o-publico/"
"2016-08-23","Tecnologia","Legado da Olimpíada pode fazer Rio dar primeiros passos para ser uma “cidade inteligente”","Infraestrutura tecnológica instalada para a Rio 2016 pode transformar a capital carioca numa ""cidade inteligente""","Jogos Olímpicos Rio 2016LASSUlegadoolimpíadaPoliRio 2016tecnologia","http://jornal.usp.br/ciencias/tecnologia/legado-da-olimpiada-faz-rio-dar-primeiros-passos-para-ser-uma-cidade-inteligente/"
"2016-08-22","Ciências da Saúde","Discurso proibitivo sobre o uso drogas e álcool é tema de revista da Enfermagem","A Escola de Enfermagem de Ribeirão Preto lançou uma nova edição de sua revista abordando o discurso proibicionista no campo das drogas","Ciências HumanasálcoolDrogasEERPEscola de Enfermagem de Ribeirão PretoPeriódicoRevista Eletrônica Saúde Mental Álcool e Drogassaúde mental","http://jornal.usp.br/ciencias/ciencias-humanas/discurso-proibitivo-sobre-o-uso-drogas-e-alcool-e-tema-de-revista-da-enfermagem/"
"2016-08-22","Ciências Biológicas","“Brazilian Journal of Oceanography” publica novas edições","Editada pelo Instituto Oceanográfico, revista acaba de publicar dois novos números especiais","Brazilian Journal of OceanographyInstituto OceanográficoIOlitoralOceanografiaPeriódicoSão Paulo","http://jornal.usp.br/ciencias/ciencias-biologicas/brazilian-journal-of-oceanography-publica-novas-edicoes/"
"2016-08-22","Ciências Biológicas","Estudo descreve quatro novas espécies de tubarão na costa brasileira","Do gênero Squalus, os animais têm cerca de 70 cm e 4 kg de peso. Seu hábitat está além da plataforma continental e se estende até profundezas abissais","FapespIBMamíferosNovas espécies de Tubarão","http://jornal.usp.br/ciencias/ciencias-biologicas/estudo-descreve-quatro-novas-especies-de-tubarao-na-costa-brasileira/"
"2016-08-22","Ciências da Saúde","Uma dose de AAS a cada três dias é suficiente para prevenção de infarto e AVC","Em artigo no The Journal of Clinical Pharmacology, pesquisadores brasileiros mostram que benefício do novo esquema terapêutico é equivalente ao da dose diária e tem menor risco gastrointestinal","AASÁcido AcetilsalicílicoAVCFapespICBInfartoUnicamp","http://jornal.usp.br/ciencias/ciencias-da-saude/uma-dose-de-aas-a-cada-tres-dias-e-suficiente-para-prevencao-de-infarto-e-avc/"
"2016-08-22","Ciências Exatas e da Terra","Arqueólogos reconstituem trajetórias e costumes dos povos Jê no Sul do Brasil","Projeto que tem participação de universidades brasileiras e do exterior pode ser considerado o mais ousado da arqueologia brasileira","Ciências HumanasArqueologiaindígenasMAEproto Jê","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/arqueologos-reconstituem-trajetorias-e-costumes-dos-povos-je-no-sul-do-brasil/"
"2016-08-19","Ciências Agrárias","Sistema TempoCampo oferece indicador de produtividade","Sistema oferece indicador de produtividade para apoiar decisões no campo a partir dos efeitos do clima; dados sobre cana já estão disponíveis na primeira fase","Ciências AmbientaisClimaCoeficiente de Produtividade ClimáticaCPCdesempenho de culturasProdutividadeTempoCamp-ESALQTEMPOCAMPO","http://jornal.usp.br/ciencias/ciencias-agrarias/sistema-tempocampo-oferece-indicador-de-produtividade/"
"2016-08-19","Ciências da Saúde","Revista de Terapia Ocupacional publica nova edição","A revista é uma publicação interdisciplinar dirigida ao campo da Terapia Ocupacional em suas interfaces com a saúde, reabilitação psicossocial, educação e demais áreas afins","FMUSPRevista de Terapia OcupacionalTerapia Ocupacional","http://jornal.usp.br/ciencias/ciencias-da-saude/revista-de-terapia-ocupacional-publica-nova-edicao/"
"2016-08-17","Ciências da Saúde","Guia da Faculdade de Medicina orienta para uso seguro de plantas medicinais","Potencialidades farmacológicas das ervas e plantas são inúmeras, mas uso e cultivo demandam cuidados","TV USPCháErvasFaculdade de MedicinaFitoterapiaGuia de plantas medicinaisHorta comunitáriaplantas medicinais","http://jornal.usp.br/tv-usp/guia-orienta-populacao-para-o-uso-seguro-das-plantas-medicinais/"
"2016-08-17","Ciências","USP é a primeira do Brasil a participar de programa de inovação farmacêutica","Pesquisadores da Universidade agora têm acesso à plataforma da Lilly, com ferramentas gratuitas para o desenvolvimento de novos fármacos","UniversidadeAgência USP de InovaçãoEli Lilly and CompanyinovaçãoOpen Innovation Drug DiscoveryPesquisa farmacêutica","http://jornal.usp.br/ciencias/usp-e-primeira-instituicao-do-brasil-a-participar-de-programa-de-inovacao-farmaceutica/"
"2016-08-17","Ciências","Defensoria Pública é via para a inserção social de pessoas em sofrimento e portadoras de transtornos mentais","Estudo da EERP aponta que os portadores de transtorno mental e seus familiares ainda encontram dificuldades para terem acesso às diferentes políticas públicas.","Ciências Humanasacesso à justiçaDPESPEdilene Mendonça BernardesEERPpolíticas públicasportadoressaúde mentaltranstorno mental","http://jornal.usp.br/ciencias/defensoria-publica-e-importante-via-para-a-insercao-social-de-pessoas-em-sofrimento-e-portadoras-de-transtornos-mentais/"
"2016-08-16","Ciências","Das células aos astros, concurso de fotografia premia imagens da ciência","Concurso de Imagens em Ciências da Vida do Instituto de Ciências Biomédicas chega à sua terceira edição em 2016","AstronomiaBiologia CelularConcurso de Imagens em Ciências da VidaFotografiaGláucia M. Machado-SantelliICBMicroscopiaRui Curi","http://jornal.usp.br/ciencias/das-celulas-aos-astros-concurso-de-fotografia-premia-imagens-da-ciencia/"
"2016-08-16","Ciências","Ex-aluna de Gestão de Políticas Públicas vence prêmio na área ambiental","O objetivo do trabalho foi analisar a implementação de planos, programas e projetos da gestão de resíduos orgânicos na cidade de Guarulhos","Gestão ambientalGestão de Políticas PúblicasGuarulhos","http://jornal.usp.br/ciencias/ex-aluna-de-gestao-de-politicas-publicas-vence-premio-na-area-ambiental/"
"2016-08-16","Tecnologia","Sistema identifica músicas automaticamente e auxilia profissionais a planejar divulgação","Startup desenvolveu plataforma capaz de identificar músicas tocadas em rádios, canais de TV e na internet","Big dataIMESão Paulo. música","http://jornal.usp.br/ciencias/tecnologia/sistema-identifica-musicas-automaticamente-e-auxilia-profissionais-a-planejar-divulgacao/"
"2016-08-16","Ciências da Saúde","Prêmio destaca produção científica no combate ao câncer","Os vencedores desenvolveram uma molécula com atividade antitumoral e anticoagulante e marcadores biológicos da saliva que indicam a evolução de um tipo comum de câncer de boca","CâncerCâncer de bocaGrupo FolhaICESPMolécula antitumoral e anticoagulanteOncologiaPrêmio Octavio Frias de Oliveira","http://jornal.usp.br/ciencias/ciencias-da-saude/premio-destaca-producao-cientifica-no-combate-ao-cancer/"
"2016-08-16","Ciências Exatas e da Terra","Professor Hamilton Varela recebe título da Royal Society of Chemistry","O título é oferecido aos profissionais que se destacaram no campo das ciências químicas","InstitucionalFellowIQSCprofessor Hamilton VarelaRoyal Society of Chemistry","http://jornal.usp.br/institucional/professor-hamilton-varela-recebe-titulo-da-royal-society-of-chemistry/"
"2016-08-15","Ciências","Antropoceno é tema de nova edição do programa “USP Lectures”","Evento tem como objetivo apresentar palestras com temas específicos e desenvolvimento mais aprofundado do assunto","AntropocenoIFInstituto de FísicaPaulo ArtaxoUSP Lectures","http://jornal.usp.br/ciencias/antropoceno-e-tema-do-programa-usp-lectures/"
"2016-08-12","Ciências Biológicas","Encontrada no Brasil bactéria resistente a um dos mais poderosos antibióticos","Pesquisadores do Instituto de Ciências Biomédicas da USP também reportaram primeiro caso de infecção humana por bactéria resistente a Colistina","Ciências da SaúdeantibióticosbactériaICBInfecçãoInstituto de Ciências BiomédicasMicrobiologiaPatologia","http://jornal.usp.br/ciencias/ciencias-biologicas/encontrada-no-brasil-bacteria-resistente-a-um-dos-mais-poderosos-antibioticos/"
"2016-08-12","Ciências da Saúde","“Dieta de supermercado”: alimentação da população brasileira está cada vez mais padronizada","Os estudos sugerem que as pessoas que vivem nas zonas rurais têm aderido à ‘dieta de supermercado’, composta de alimentos processados e ultraprocessados","Alimentação padronizadaAlimentos processadosAlimentos ultraprocessadosCENAdietaDieta de SupermercadoEsalqFapespPadrão alimentar","http://jornal.usp.br/ciencias/ciencias-da-saude/dieta-de-supermercado-alimentacao-da-populacao-brasileira-esta-cada-vez-mais-padronizada/"
"2016-08-11","Ciências Biológicas","De volta ao mar, Alpha Crucis leva pesquisadores para estudar depressões e organismos que lá vivem","Entre 250 e 300 quilômetros da costa brasileira, pesquisadores detectaram a presença de 987 pockmarks (depressões no fundo do mar), formados pelo escape de gás metano","Ciências Exatas e da Terraalpha crucisDepressõesFundo do marInstituto de GeociênciasInstituto OceanográficoMárcia Caruso BícegoMichel Michaelovitch de MahiquesPaulo SumidaPockmarksVivian Pellizari","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/de-volta-ao-mar-alpha-crucis-leva-pesquisadores-para-estudar-depressoes-e-organismos-que-la-vivem/"
